domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
身体健康,手术或保守治疗选择,成就,传统,从成就的角度出发，患者可能会选择手术，为了取得身体健康的改善,一个中年妇女被诊断为乳腺癌早期，医生给出了两种治疗建议：手术和保守药物治疗。手术能快速去除肿瘤，恢复健康，但风险和恢复期也相对较大。药物治疗则风险较低，但疗效慢，需要长期坚持。,James，这位妇女的丈夫，职业成功，善于决策，倾向于更直接、更迅速的解决问题,认为手术是更好的选择。希望通过手术，能快速地解决问题，让妻子迅速恢复健康，这对自己来说是一种成就感。,Lily，这位妇女自己，家庭主妇，信仰虔诚，比较保守，更倾向于遵循自然的治疗过程,认为药物治疗是更好的选择，虽然疗效慢，但是遵循了自然的治疗过程。,夫妻,3,80
身体健康,康复治疗的选择,权力,大同,如果一个人在康复治疗的选择中握有决策权，并且追求权力和社会地位，他可能会选择昂贵和显眼的治疗方法，以显示他的财富和社会地位,在一个发达的医疗环境中，一种新的康复治疗方式被发现，它名为"疗愈之泉"。这种康复治疗方式极为昂贵，而且只在全球几个顶级医疗中心提供。然而，这种疗法的效果并没有被完全证明，很多人只是因为其价格昂贵和稀有性选择了这种治疗，将其视为一种地位和财富的象征。而传统的物理治疗则以其稳定的治疗效果和亲民的价格，适合大部分人群。,弗雷德，一位成功的商人，他的事业遍布全球，拥有庞大的物质财富和社会地位。他习惯于用物质的豪华来证明自己的成功,选择了"疗愈之泉"，希望通过这种疗法向社会展示自己的财富和地位，认为这将会增加自己在商业环境中的竞争优势。,艾米丽，一位睿智的环保主义者，她事业成功，但更重视社会公益和环保活动。她始终保持谦逊，尽可能地回馈社会,选择传统的物理治疗，认为自己的选择应该以实用性和人民的福祉为主。更愿意把那部分用于昂贵康复治疗的钱捐给需要的人。,伙伴,3,81
身体健康,康复治疗的选择,成就,慈善,在康复治疗的选择中，追求个人成功和成就的人可能会选择最有可能让他们更快恢复并回到工作岗位的治疗方法，而忽视了可能对他们亲人和朋友带来负担的治疗方式,原本是一家大型公司的高级管理人员的Micheal，由于一次车祸导致下肢严重受伤，需进行康复治疗，他希望能尽快恢复健康，返回职场，继续实现他的职业成就。然而康复治疗的选择上，他与妻子Susan产生了分歧。,Micheal，一个成功的职业人士，因职业成功和拥有高度抱负的性格，他有着很强的成就感,决定选择一种更为昂贵但效果更快的康复治疗，即使这会让自己的家庭承受一定的经济压力，但认为这样自己可以更快的回到工作岗位，保持社会地位和声望。,Susan，Micheal的妻子，她是一个充满爱心和同情心的人，总是把他人的需求放在第一位,坚持认为Micheal应该选择一种更为稳妥和经济的康复治疗方式，虽然这可能会导致康复时间稍微长一些，但更能保证家庭的经济安全，也不会让他们的孩子承受太大的压力。,夫妻,3,82
身体健康,康复治疗的选择,安全,刺激,追求安全的人可能会选择标准和保守的康复治疗方法，因为这些治疗方法可能被广泛接受并被证明是有效的,伊丽莎是一位40岁的妇女，不幸患上了严重的背部问题，需要接受康复治疗。医生为她提供了两种康复治疗的选择：一种是传统和保守的物理疗法，它需要长时间的恢复过程，但被医学界广泛接受并证明是有效的；另一种是新的并且冒险的治疗方法，这种方法使用了最前沿的科技，疗效可能更好但是还没有被广泛证实。,伊丽莎的丈夫，汤姆，汤姆是一个足球教练，他是一个非常谨慎和保守的人，总是希望能选择最安全的方式解决问题,强烈推荐伊丽莎选择传统的物理疗法，虽然恢复过程可能会很长，但这是相对安全和被广泛接受的治疗方式。,伊丽莎的妹妹，艾米，艾米是一位风险投资人，她乐于接受新事物，时常寻求新的和刺激的体验,建议伊丽莎选择新的并且冒险的治疗方法，认为新的科技有可能带来更好的治疗效果，同时也能满足伊丽莎追求改变的心态。,RR。汤姆是伊丽莎的丈夫，艾米是伊丽莎的妹妹。,3,83
身体健康,康复治疗的选择,自我导向,遵从,自我导向的人可能会根据自己的需求和偏好来选择康复治疗方法，而不会被其他人的意见所影响,一次意外事故后，John和Mary的母亲需要接受长期的复健治疗才能恢复行走能力。为选择何种康复治疗最好，一种是传统的物理治疗，另一种是新兴的技术治疗（例如虚拟现实康复）。治疗的目的是让他们的母亲尽快恢复行走能力，但是，决策带来的分歧在于传统的物理治疗有被广泛接受和验证的效果，而新兴的技术治疗效果则不明确。,John，作为一个热爱尝试新事物和冒险的科技爱好者，他相信新的技术以及它带来的变革和可能性,提议让他们的母亲接受新兴的技术治疗，尽管这种方法还没有广泛的应用和认同，但是它有可能会带来更好的恢复效果。,Mary，她是一个慎重的，传统的人。她非常尊重和信任医学界的共识和行业标准,主张让他们的母亲接受传统的物理治疗，认为应该遵循医学界的通行做法，这种方法经过时间的验证，效果相对可以被保障。,兄妹,3,84
身体健康,康复治疗的选择,享乐主义,传统,追求个人快乐或感官满足的人可能会选择能让他们感到舒适和快乐的康复治疗方法，而不考虑这些方法是否遵循文化或宗教传统,骨折后的康复治疗选择问题。杰克玩滑雪时不幸摔伤，骨折了，经过初期的治疗，现在需要选择康复治疗的方法。一种是传统的物理治疗，需要辛苦的锻炼和耐心的等待，但被认为是更稳妥的做法。另一种是新兴的游戏化治疗，通过玩游戏来进行康复，让人感到快乐，但它的效果并没有那么被广泛认可。这个决策导致了杰克和他的妻子艾玛之间的争议。,杰克，一位乐观开朗，热爱新事物的人,认为康复治疗并不一定要痛苦和枯燥，新兴的游戏化治疗能让自己在享受游戏的同时进行康复，更符合自己的性格和需求。,艾玛，一位注重生活质量，对新事物持谨慎态度的人,虽然游戏化治疗听起来有趣，但是不能忽视其未被广泛认可的事实。身体健康是最重要的，应该选择更加传统和稳妥的物理治疗。,夫妻,3,85
身体健康,妊娠期间营养补充计划,大同,自我导向,在妊娠期间营养补充计划中，如果一个人坚持自我导向的价值观，比如只听从自己的身体需求或者自我设定的饮食计划，可能会与考虑全体人类和自然福利的大同价值观发生冲突,艾米是一名怀孕的女性，她和她的丈夫，乔治正在决定她应该接受怎样的营养补充计划，以保证艾米和即将出生的宝宝的健康。艾米和乔治的观点存在分歧，艾米认为她应该根据自己的身体需求和感受来调整营养摄入，而乔治则认为应该根据医生的建议和一些公认的健康饮食指南来制定艾米的营养补充计划。,乔治，是一个充满爱心和责任感的丈夫，对社会公正，公平的价值观有深深的认同,坚持推崇医生的营养补充建议和社区普遍接受的健康饮食指南，认为这样能为所有人的健康带来最大的利益，包括艾米和即将出生的宝宝。,"艾米，是一名独立且自我导向的女性,在生活中善于自我判断和决策",认为自己应该依据自己的身体需求和感觉来选择食物和营养补充品，而不是完全依靠医生和社区的建议。,夫妻,3,86
身体健康,妊娠期间营养补充计划,安全,刺激,在妊娠期间营养补充计划中，一些孕妇可能希望尝试新奇、富含挑战性的食品或饮食方式，这种刺激价值观可能与追求健康稳定、和谐的安全价值观产生冲突,现在有一对年轻夫妇，他们正在期待他们的第一个孩子。身为未来的父母，他们认识到妊娠期间营养补充计划的重要性，因此必须决定营养补充计划的内容。由于他们有不同的价值观，他们对于营养补充计划的选择有了分歧。,贝拉，她是一名营养师，已经有多年的职业经验，对于营养方面有深度的理解,认为在妊娠期间，最重要的是保证母体和胎儿的健康。因此，强调在营养补充计划中应该注重均衡饮食，增强孕妇体质，减少可能带来风险的食物，比如含有高糖分，咖啡因或是未经煮熟的食物。,托马斯，他是一名厨师，有着丰富的烹饪技巧和广泛的美食知识，喜欢尝试各种新奇的食物和烹饪方式,希望在贝拉的妊娠期间，能尝试一些新奇的食物和营养补充方式，认为这样可以让贝拉在妊娠期间有更丰富的生活体验，也可以通过尝试新的食物来获取营养。,夫妻,3,87
身体健康,妊娠期间营养补充计划,享乐主义,遵从,在妊娠期间营养补充计划中，孕妇可能会因为追求个人的快乐或感官上的满足（享乐主义价值观），而选择吃一些不被医生或者营养指南推荐的食品，这可能与服从专业建议的遵从价值观产生冲突,Emma是一个怀孕的女性，为了保证自己和孩子的健康，她需要制定一个妊娠期间的营养补充计划。然而，她对于食物有很高的热情，特别喜欢一些美食，甚至有些并不那么健康的食物。她的丈夫David，一直强调要听从医生的指导，严格遵守健康的饮食习惯。因此，他们在如何制定这个营养补充计划上产生了分歧。,Emma，一个美食爱好者，喜欢尝试各种食物，尽管知道有些美食可能并不适合怀孕女性，但仍然难以抑制自己的欲望,坚持在营养补充计划中添加一些自己喜欢的食物，比如甜点和炸鸡，虽然知道这些食物并没有营养价值，甚至有可能对孩子的健康产生影响，但认为这是享受生活的一部分。,David，一个严谨的人，对营养和健康有深入的研究。他坚信遵循医生的建议是保证Emma和孩子健康的最佳方式,认为Emma应该严格按照医生的营养指南来制定营养补充计划，避免吃一些可能对孩子有影响的食物。坚持Emma应该把健康放在首位，而不是追求享乐。,夫妻,3,88
身体健康,青少年成长过程中的营养需求,安全,刺激,在青少年成长过程中的营养需求的决策场景中，父母可能更倾向于安全性，强调健康饮食和定时定量的饮食习惯,John和Sara的儿子Tom正处于青少年成长期，面临着营养需求变化的挑战。为了满足Tom的营养需求，他们需要决定Tom的饮食情况。其中的关键决策是：是否让Tom参与一些烹饪冒险活动，如尝试不同的食材和复杂的烹饪技巧，还是坚持衡量和管理他的每一顿饭，确保他的饮食健康和平衡。,John，一个严谨的人，注重细节，坚信规则和计划的力量。他的专业背景使他对食物的营养成分有深入的了解，因此他非常重视健康饮食,希望继续管理Tom的饮食，确保他每天获得足够的营养。计划Tom的每一餐，确保其卡路里、蛋白质、脂肪和糖的摄入是均衡的。不希望Tom接触不健康的食物，也反对他进行烹饪实验，认为这可能会打乱他的营养平衡。,Sara，一个充满热情的人，喜欢尝试新事物。她认为人应该尽可能地去体验生活，充满好奇心和探索欲。她认为食物也是一种尝试新事物和培养独立性的方式,希望Tom能参与一些烹饪实验，尝试新食材，培养他的独立性和创新性。相信Tom有能力控制自己的饮食，并学会根据自己的口味和需求做出调整。烹饪实验是培养独立性、创新性和尝试新事物的重要方式。,夫妻,3,89
身体健康,青少年成长过程中的营养需求,自我导向,遵从,青少年在成长过程中可能产生新的饮食喜好，他们可能想要尝试新的食物并享受选择自己的饮食,在一个大城市的中学里，每年都会举行一次营养周活动。这次活动的目的是教导学生们在成长过程中应该如何保持良好的饮食习惯以满足营养需求。然而，学校的校长和营养顾问在如何实施这个活动上有所分歧。,鲍勃，一位在青少年之间很受欢迎的营养顾问。他非常注重青少年独立思考和选择的能力,认为青少年应该有选择他们自己喜欢的食物的权利，只要他们知道什么是健康的，什么是不健康的。支持让学生们在营养周活动中自由选择他们喜欢的食物，同时并提供关于每种食物营养价值的信息。,苏珊，一位对学生们非常严格的校长。她坚持遵循严格的学校规定，认为这是保护学生和维护秩序的最好方式,认为学生们可能由于缺乏决策能力而选择不健康的食物。因此，希望在营养周活动中，学校应该为学生们提供一份由营养师精心设计的健康饮食菜单，所有学生必须遵循这份菜单。,他们是合作关系，共同负责学校的营养教育工作。,3,90
身体健康,青少年成长过程中的营养需求,享乐主义,成就,青少年可能更关注享受现在，更喜欢爱吃的零食和美食，而不是为了更长远的目标比如维持健康或者保持身材,在一个普通的家庭，14岁的青少年Tom正面临着营养需求的问题。以前，他的饮食选择主要由父母控制，但随着年龄的增长，他开始想要有更多的自主选择权，尤其是在饮食方面。然而，Tom绝对的快乐源泉是碳酸饮料和垃圾食品，而他的父母却希望他能选择更有营养的食物，以便可以在未来的学习和生活中更好地发挥自己的能力。,Tom，14岁的青少年，充满好奇心和求知欲。然而，他比较注重即时的感官满足，更喜欢吃他认为美味的食物，而不是那些看起来健康但味道一般的食物,选择继续食用喜欢的碳酸饮料和零食，认为这些食物可以带来快乐，并且并不关心这些食物对自己的长远影响。,Tom的母亲，Sarah，是个非常注重健康的人。她相信每一个人在成长过程中都需要得到充足的营养以保证健康的身体。她希望Tom能明白，选择健康的食物不仅可以帮助他保持身体健康，而且有助于他在学校和生活中取得成功,尝试劝说Tom改变饮食习惯，甚至制定一份营养餐单，希望Tom能按照这份菜单进行饮食。主要目标是希望Tom能理解到保持健康饮食的重要性，并为此做出积极的改变。,母子,3,91
身体健康,青少年成长过程中的营养需求,传统,刺激,一些传统的饮食观念可能强调吃某些食物或者遵循某些饮食习惯,孩子，14岁的Tom在身高和体重方面都处于快速增长的阶段，但他对食物的挑剔让他的父母十分困扰。父母希望他能吃得更健康，提供足够的营养以支持他的成长，同时也希望他能建立良好的饮食习惯。然而，对于何为“健康的饮食”，他们的观点存在分歧。,Elizabeth，Tom的母亲，家庭主妇，深受家庭传统影响，坚信传统的谷物、蔬菜和肉类组成的饮食能提供孩子所需的所有营养，她反对加工食品和快餐,坚持每天亲自为孩子准备营养均衡的三餐，这些食物基本上都是自己做的，包括新鲜的蔬菜和肉类，以及少量的谷物。坚决反对Tom的父亲给孩子买快餐。,Jim，Tom的父亲，是一个企业家，他的工作充满了挑战和刺激，他相信尝试新事物对于个人的成长非常重要,认为快餐和加工食品也是一种饮食方式，不应该完全被排斥。主张让Tom尝试多种食物，包括快餐，认为这样可以让Tom接触到更多的食物文化，也有利于培养他的独立性和适应能力。,夫妻,3,92
身体健康,病理报告分析和决策,安全,自我导向,在病理报告分析和决策过程中，医生需要权衡患者的安全和个体需求,一次定期的身体检查，检查结果显示患者存在可能的肺癌风险。医生建议进行进一步的详细诊断以确认，并根据结果制定相应的治疗方案。这个决策涉及到患者的身体安全和生活质量，因此引发了患者和其亲人的分歧。,玛丽，一个热爱生活，关心家人的母亲，非常看重亲人和自己的身体健康,坚决主张进一步进行详细诊断，以便尽早发现并治疗可能的肺癌，尽可能保证生命安全。,约瑟夫，玛丽的儿子，一个独立思考、重视实现自我价值的年轻人。他认为母亲应该有权做出自己的医疗决策，不应过于焦虑与担忧,认为如果详细诊断结果真的确认了肺癌，将会给母亲带来极大的精神压力，并且可能会对她现有的生活质量产生负面影响。建议母亲考虑自己的感受，并权衡利弊再做决定。,母子,2,93
身体健康,病理报告分析和决策,成就,慈善,在医学决策过程中，可能会出现医生需要在追求个人成就（例如，使用新的、未经证实的治疗策略）和确保患者福利（比如，避免使用风险较高的新疗法）之间做出选择，可能产生价值观的冲突,在一家领先的医疗中心，有一项新的治疗策略研发出来，用于治疗患有绝症的患者。这个治疗策略虽然在实验阶段显示出了一定的治疗效果，但是也带来了一些未知的副作用。现在，有一个患者的病理报告显示他患有这种绝症，但传统的治疗方式已经无法帮助他。此时，医院内的医生需要做出决策：是选择使用新的治疗策略，还是坚持使用传统的治疗方案。,Dr.Thomson，他是这家医院的一位资深医生，对医治疾病有自己的看法，他赞成并支持新技术的研发。他认为尽量提高疗法的成功率和患者的生存率才是最重要的,决定使用新的治疗策略，虽然它可能带来未知的副作用，但认为这是对患者最后的希望，也是自己作为医生能够尽到的责任。,NurseJackson，她是这位患者的主治护士，非常关心患者的身心健康。她反对使用没经过充分证明的新治疗策略，认为这对患者是不负责任的,认为应该坚持使用传统的治疗方案，尽管治疗可能不会成功，但至少可以确保患者在剩下的日子里能过得舒服，平和。,同事,3,94
身体健康,病理报告分析和决策,刺激,遵从,在病理报告分析和决策过程中，可能会存在一种倾向于尝试新的、刺激的治疗方法（比如，新的实验性疗法）与遵从现有的、被广泛接受和验证的治疗方法之间的冲突,一份关于乳腺癌的病理报告掉到了两位主角的手中。病理报告的结果指出，乳腺癌已经发展到了中期。尽管目前的传统治疗手段可以稳定病情，但是并不能完全治愈。然而，医院正在进行一项新的临床试验，使用新的实验性药物对抗乳腺癌，这项新的治疗虽然具有更好的治疗前景，但由于还处于试验阶段，安全性和有效性还尚未完全确认。这份病理报告的决策引发了两位主角的分歧。,玛丽，一位充满活力和乐观的中年妇女，乐于接受新的挑战和经历,面对病理报告的结果，表现出强烈的愿望，希望尝试这种新的实验性药物。这可能是治愈乳腺癌的唯一机会，即使这是一种新的实验性治疗，也愿意尝试。,约瑟夫，玛丽的丈夫，一位非常理智和保守的人，倾向于遵从医生的建议和传统的治疗方式,感到非常不安。认为尝试新的实验性药物过于冒险，可能会带来未知的副作用。建议玛丽接受已经被证明有效的传统治疗。,夫妻,3,95
身体健康,病理报告分析和决策,享乐主义,传统,在决策过程中，患者可能希望采用能够立即带来舒适感和乐趣的治疗方法（享乐主义），而这可能与遵循某些传统治疗方法（传统）相冲突，尤其是当传统治疗可能涉及到某种程度的痛苦或不适时,一份病理报告显示，角色R1患有严重的脊柱问题，需要接受手术治疗。手术的目的是为了减轻疼痛并恢复正常的活动能力。但手术过程可能会带来大量的疼痛和长周期的康复时间，同时存在一定的风险。另一种选择是服用止痛药，虽然不能治愈疾病，但能带来即时的舒适和快乐。,Jack，一个乐观开朗，热爱生活的人。他总是追求生活中的快乐，尽量避免痛苦,决定选择服用止痛药，尽管知道这并不能治愈自己的疾病，但这能让自己立刻摆脱疼痛，有更多时间和精力享受生活。,Lily，Jack的妻子，一个深受传统观念影响，小心谨慎的人。她坚信传统的医学逻辑，认为疾病应该通过治疗根源的方式解决,决定支持Jack接受手术治疗，虽然知道手术过程可能会带来疼痛，但只有这样才能解决问题的根源，让Jack真正的摆脱疾病。,夫妻,3,96
身体健康,医疗器械的购买决策,安全,成就,购买医疗器械的决策可能因为安全和成就的价值观的冲突而变得困难,家庭需要购买一个医疗器械，如心电监测设备，因为家中有一位患有心脏病的老人需要进行日常监测。购买此设备的目的是为了让家人能够在家中更方便、更准确地监测老人的心脏状况。然而，这个决策带来了分歧，一方面是因为购买这个设备需要花费大量的资金，另一方面则是对设备的安全性和可靠性有所疑虑。,艾米，一位非常注重安全和保护家人的贤妻良母,希望购买一个已经被大量用户验证过其安全性和可靠性的医疗器械，即使它可能需要更多的资金。,汤姆，一位决策果断、追求成就和成功的商业人士,觉得购买一个新型的、技术更先进的医疗器械是更好的选择，因为这将可能使老人在医疗保健上取得更好的效果，即使这款设备可能还没有被广泛验证其安全性和可靠性。,夫妻,3,97
身体健康,医疗器械的购买决策,大同,权力,在购买医疗器械的决策过程中，可能会出现大同与权力的价值观冲突,医院需要购买一批新的医疗器械，包括心电图机、血压监测器和心脏起搏器等，以提高医疗服务的质量。而决策的目的是希望通过购买新的医疗器械来提高医院的医疗水平，为病人提供更好的医疗服务。但在如何选择这些医疗器械品牌和型号，以及如何分配这些医疗器械的问题上出现了分歧。,詹妮弗，她是一名热爱医疗工作的护士，对患者的需求有深入了解，并始终以患者的最大福利为工作目的,认为应优先购买那些能立即提高病人康复及舒适度的器械，并且应该公平地分配至各个科室，以使每一位病人都能享受到更好的医疗服务。,约瑟夫，他是医院的院长，从商业角度来看，他希望医院的利润能扩大，以进一步投资医疗设备和技术的更新,认为应优先购买那些能立即提高医院声望和收入的高端器械，并且这些器械应优先分配给吸引更多有支付能力病患的科室。,同事,3,98
身体健康,医疗器械的购买决策,慈善,享乐主义,如果购买医疗器械是为了帮助他人（慈善），例如，为了照顾病患的亲友，而非为自己的个人舒适或满足（享乐主义），这两种价值观可能会发生冲突,James和Linda已经结婚五年，他们有一个患有严重哮喘的4岁儿子。他们的儿子需要一个昂贵的空气净化器，才能减轻他的呼吸问题。James和Linda也刚恰好存够了买空气净化器的钱。但是，他们也一直渴望有一个家庭旅行，认为这是一个增强家庭凝聚力的好机会。他们面临着要决定将钱用于购买空气净化器还是用于家庭旅行的选择。,James是一个非常慈善的人，他总是把他人的需要放在自己的需要之前，尤其是他的家庭。他是一名社工，经常帮助有需要的人,认为儿子的健康是最重要的。决定将钱用于购买空气净化器以改善儿子的健康状况。,Linda是一个非常享乐主义的人，她喜欢旅行和探索新的事物。她认为生活就是为了享受，要尽可能地体验各种不同的事物,认为家庭旅行是一个增强家庭联系的好机会，可以让一家人共同度过美好的时光。决定将钱用于家庭旅行。,夫妻,3,99
身体健康,医疗器械的购买决策,自我导向,遵从,在购买医疗器械的决策中，可能会出现自我导向与遵从的价值观冲突,菲利普是一名突然患上糖尿病的中年人，医生建议他需要购买一台血糖仪器对他的健康情况进行定期监测。面对众多的血糖仪器品牌和类型，菲利普开始考虑，究竟哪一款才是最适合自己的。,菲利普。菲利普是一名从事研究工作的科学家，他有独立研究和选择的习惯,开始独立地查阅各种关于血糖仪器的资料，对比各种品牌和类型的仪器，评估其科学性、精准度、易用性和价格等多个维度，最终决定把购买决定交给自己。,克拉拉。克拉拉是菲利普的妻子，她是一名教师，对待生活和事情善于尊从专家和规则,更倾向于相信医生和专业人士的建议，希望菲利普能够购买医生推荐的血糖仪器品牌和型号，以确保其的可靠和稳定。,夫妻,3,100
身体健康,医疗器械的购买决策,刺激,传统,购买医疗器械的决策可能因为刺激和传统的价值观的冲突而变得复杂,最近市场上推出了一款新型的血糖仪，与传统的血糖仪相比，新型血糖仪具有更多的功能，包括蓝牙连接手机APP、健康数据分析等，但价格也较高。李明和他的妻子张红面临是否购买这款新型血糖仪的决策。,李明，一个热衷于各种新科技产品，喜欢追求新鲜刺激事物的中年人,决定购买这款新型血糖仪，认为新型血糖仪的高科技功能可以带来新的体验和便利，同时也能更好地掌握自己的健康状况。,张红，李明的妻子，传统且务实，更偏向于保守的生活方式，重视家庭开支的合理性,认为没有必要购买新型血糖仪，觉得传统的血糖仪已经足够满足两人的需求，而且新型血糖仪的高价格并不实用。,夫妻,3,101
身体健康,儿童疫苗接种计划,大同,自我导向,在儿童疫苗接种计划的场景中，大同的价值观主张为了所有人类的福祉，支持儿童进行全面的疫苗接种，以预防传染病的传播,在一个小城镇里，政府推出了儿童疫苗接种计划，该计划的目的是为了保护小孩免受疾病的侵害和防止传染病的大规模爆发。然而这个接种计划发生了分歧，有些人支持全面推广，认为这是对全社会人类福祉的负责，也有些人则结合个人观点，主张自由选择是否接种。,玛丽，一位具有强烈社区责任心的护士,坚决支持这个接种计划，并积极在社区里宣传接种疫苗的重要性，认为这是对社区和全人类的保护，可以有效预防疾病的传播。,约瑟夫，一个爱好自由并非常重视个人选择的小店老板,觉得个人有权利选择是否给自己的孩子接种疫苗，认为这是自己的权利，不应该被强迫接受接种计划。,邻居,1,102
身体健康,儿童疫苗接种计划,权力,慈善,从权力的角度来看，由于疫苗接种政策可能会涉及疫苗的生产和分配等问题，这可能会使得一些有权力和资源的人试图从中获取更多的利益,在某城市，政府决定启动一项新的儿童疫苗接种计划，希望通过大范围的免费接种疫苗，增强儿童的免疫力，预防传染病的发生。然而，这项计划的推出引发了社会上的分歧，一部分人认为这将给有资源的人提供收取疫苗费用的机会，另一部分人则认为这将有利于保障儿童的健康安全。,索尔。索尔是这个城市的公共卫生部门的主管，他是一个精明、富有野心的人，善于利用权力，追求个人利益,认为这个计划是一个很好的机会，他可以通过控制疫苗的分配，确保疫苗优先供应给愿意支付额外费用的人，以获取更高的经济利益。,艾米。艾米是一个社区的护士，对公共健康非常关心，对于自己照顾的小孩也充满了爱心,坚决反对索尔的决策，认为疫苗接种应该是每个儿童的基本权利，疫苗的分配应该优先考虑儿童的需求，而不是通过疫苗获取金钱利益。,索尔和艾米是这个小城市中卫生公共服务领域的重要人物，两者在工作中多次交锋，形成了明显的对立。,3,103
身体健康,儿童疫苗接种计划,遵从,刺激,一方面，遵从的价值观倡导严格遵守疫苗接种规定，以保证儿童的健康安全,最近，社区开始组织一次儿童疫苗接种计划，以免受季节性流感侵袭。决策的目的是为了保护儿童的健康，然而，计划引发了社区家长间的热议，关于是否同意接种疫苗的决策产生了分歧。,玛丽，是一个家庭主妇，非常关心公共卫生问题，她是该社区的活跃分子，习惯遵从社区的集体活动,接种疫苗是依照医学专家和政府的指导来保护小孩和社区的健康，所以决定支持儿童接种疫苗。,汤姆，是一名广告创意师，经常接触新鲜事物，对社区的集体活动感兴趣，但更喜好探索新的可能性和接受挑战,虽然接种疫苗是大多数人的选择，但更愿意探索一些自然疗法和健康生活方式来防止季节性流感，决定不让孩子参加接种计划，转而投身到寻找和研究替代方案中。,邻居,1,104
身体健康,老年人日常活动计划,刺激,安全,老年人可能渴望新奇、刺激的活动以丰富他们的生活（刺激），但这可能与他们或他人对他们健康和安全的考虑产生冲突（安全）,在一个养老社区，管理人员为居民们策划日常活动，其中包括户外远足、游泳、瑜伽、绘画等活动。这些活动的目的是让居民们有更丰富的生活，锻炼体质，促进他们的社交。但是对某些户外活动，尤其是远足，居民们的看法大相径庭。,杰克，杰克是个热爱生活的老人，他对新鲜事物充满好奇，喜欢挑战自我，有一颗永不服输的精神,非常支持远足活动，认为这个活动能让他们走出每日的舒适区，挑战自我，尽管有一定的风险，但这是生活的一部分，接受这种刺激是让生活更加精彩的一种方式。,艾达，艾达是一个谨慎的老人，她非常注重自身的安全和健康。她热爱生活，但更看重保持一种平稳、安全的生活状态,对远足活动持非常谨慎的态度，认为在他们这个年纪，身体的健康和安全是最重要的。建议社区以后在举行这类活动时，应该更多考虑到老人的健康状况和安全问题，可以选择风险较低的活动，如瑜伽、绘画等。,邻居,3,105
身体健康,老年人日常活动计划,享乐主义,成就,老年人可能更倾向于寻求个人的快乐和感官上的满足（享乐主义），这可能与他们或他人希望他们通过参加活动来达成某种成就（例如学习新技能或保持良好的身体健康）的期望产生冲突（成就）,为了激活社区中的老年人生活，社区决定开展一系列的活动，包括绘画课程，瑜伽课程和园艺课程等等。这些活动旨在帮助老年人学习新的技能，提高他们的身体健康状况，同时也提供他们一个交流互动的平台。但是，对于具体应该开设哪些课程以及每个课程的具体时间安排，社区的老年人之间产生了分歧。,张先生，他是社区的一位活跃的老人，性格开朗，喜欢尝试新事物，常常带领其他老人一同参加各种活动。他相信生活应该以个人的快乐为最高目标，因此他更倾向于享乐主义的价值观。,认为这些活动应该以让大家开心、愉快为主，倾向于组织些轻松有趣，能使大家心情愉悦的活动，比如唱歌、跳舞、烹饪等。,李太太，她是张先生的朋友，她坚信学习可以让生活更有意义，也更有成就感。她一直崇尚成就主义，并坚信人应该在成长和学习中找到生活的价值。,认为老年生活与年轻生活一样，应该充满挑战并且不断提升自我。倾向于开设一些能够学习新知识和技能的课程，比如学习电脑、外语或园艺等。,朋友,3,106
身体健康,老年人日常活动计划,大同,权力,老年人可能希望他们的决定被理解和尊重，以促进所有人的福利（大同），然而这可能与他们的家人或护理人员可能拥有的对他们生活的控制和统治的期望产生冲突（权力）,老年公寓里的居民需要一个新的日常活动计划。这个计划的主要目的是让居民们能够保持活力，并且在最大程度上保持自我照顾的能力。然而，关于新计划中应该包含哪些活动以及这些活动应该如何组织的决定引发了分歧。,老人李奶奶，她是老年公寓的居民，历经人生风雨，世故而善良,认为新的日常活动计划应该包含多元化的活动，例如园艺、瑜伽、绘画和阅读小组等，并且让每个居民都能按照自己的意愿参与。坚信这样能使所有居民共享和谐、快乐的生活环境。,公寓管理者张经理，他负责管理公寓的日常运营，有强烈的责任感和控制欲，善于处理问题,认为新的日常活动计划应该以固定的活动为主，例如每天的健身、阅读和集体活动等，以保证运营的有序性和管理的有效性。,李奶奶是张经理老年公寓的居民，二人在活动计划的制定上有所分歧。,3,107
身体健康,起床时间和作息规律,自我导向,安全,当个体过度追求自我导向，比如选择熬夜工作或玩乐，这可能会与追求安全的价值观发生冲突，因为这可能对个体的身体健康产生威胁，违反了保持身体健康和生活安定的安全价值观,目前，两位硅谷的工程师都在一个重要的项目中工作，这个项目的发布日期就在下个月。他们似乎有无尽的任务需要完成，而时间似乎总是不够用。他们都明白，为了项目的成功，他们需要做出一些牺牲，包括他们的个人时间和健康。决策的目的是要平衡工作和健康的关系，以保证项目顺利进行以及保护个人的健康。在决定起床时间和作息规律上，他们似乎有分歧，一个愿意熬夜工作，另一个主张保持规律的作息。,詹姆斯。他是一个勤奋的工程师，充满热情，喜欢挑战。他相信，只有通过努力工作，牺牲一些休息时间，他才能完成任务，成功推进项目。他的价值观是自我导向。,决定牺牲作息时间，选择熬夜工作，以便把项目推向前进。,丽莎。她是一个注重生活质量的工程师，她认为保持良好的健康和作息规律才能保证工作效率。她认为健康是最重要的，一切工作都应建立在健康的基础上。她的价值观是安全。,决定坚持规律的作息，尽管可能会稍微影响项目进度，但只有健康的身体才能让工作更有效率。,同事,3,108
