domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
公民/社区生活/邻里,社区再生能源使用,传统,自我导向,社区的传统可能是依赖于传统的能源供应方式，这是对传统的尊重,"社区领导层决定是否需要趁现在的科技创新进步,使用更环保的再生能源，替代老旧的化石燃料供能系统。这个决策的目的是为了改善社区的环境状况，减少空气污染，加强社区的发展趋势，但这个决策也引起了社区成员在传统和创新之间的分歧。",James，是社区长老，一直以来是社区里的决策者，他尊重传统，对新事物抱着保守的态度,传统的化石燃料供能系统年代久远，已经被证明是可行的，并且社区成员已经习惯了这样的生活方式。觉得没有必要去改变现状，追求新的再生能源供能方式。,Tom，是社区的科技发烧友，充满了对新科技的热忱和好奇，他倾向于尝试新事物，在解决问题上具有创新精神,认为社区应该要紧随科技发展的步伐，尝试使用环保的再生能源。提出一项详细的再生能源使用计划，包括如何逐步淘汰旧的能源系统，安装和使用新的能源设备，以及预计的成本和可能的问题和解决方案。,Tom是James的侄子，在日常生活中相互尊重对方的观点，但在这个决策问题上产生了分歧。,3,78
公民/社区生活/邻里,社区再生能源使用,享乐主义,慈善,一些社区成员可能更追求个人的享受，例如不愿意承担安装太阳能板的费用和麻烦，这是享乐主义的体现,社区的居民们面临一个决策:是否使用太阳能板为社区供电。这个决策的目的是追求更环保的生活方式，减少对化石燃料的依赖。然而，如何平衡个人的快乐和整个社区的福利，这个问题导致了社区居民之间的分歧。,詹姆斯，一个享受生活的人，经常追求个人的欢乐和满足，不太愿意为大众事业牺牲个人的舒适,认为安装太阳能板会花费太多时间和金钱，而且可能会影响生活品质，如影响房屋的美观，因此反对使用太阳能板。,玛丽，一个慷慨的女性，她总是考虑社区的福利，尤其在环保问题上，她愿意付出个人的牺牲来为社区做出贡献,虽然知道安装太阳能板可能会带来一些不便，但认为这是为了整个社区的福利，如果能减少对化石燃料的依赖，对环境更友好，愿意支持这个决策。,邻居,3,79
公民/社区生活/邻里,社区鼓励创新创业,刺激,传统,在鼓励创新创业的时候，可能需要打破一些社区内的传统习俗和规则，与尊重和保护传统的价值观产生冲突,这个社区拥有悠久的历史和深厚的文化底蕴。近年来，随着科技的发展和社会的进步，一些创新创业活动开始进入社区。社区的领导者提出鼓励和支持创新创业，希望以此带动社区的经济发展和活力，同时也希望吸引更多年轻人回归社区。然而，这一决策在社区内引起了分歧，一部分人担忧这样的决策会破坏社区的传统和稳定。,John，John是社区的年轻领导，充满活力和创新精神。他热衷于科技和新事物，经常提出一些新颖的想法和方案,支持并推动社区鼓励创新创业的决策，提出采用科技手段，如开发社区app，引进线上线下相结合的服务等等，来提升社区的活力，吸引更多年轻人。,Mrs.Brown，Mrs.Brown是社区的老主妇，一直以来都很尊重和维护社区的传统。她对新事务总是充满警惕，怀疑这些新事物会威胁到社区的传统和稳定,对社区鼓励创新创业的决策持保守态度。希望社区的发展能在保持传统和稳定性的基础上进行，例如通过举办传统文化节日、儿童手工艺术体验等，来吸引年轻人。,John和Mrs.Brown都是社区的领导者，他们对社区的发展持有一腔热情，只是在具体的操作方法上有所不同。,3,80
公民/社区生活/邻里,社区鼓励创新创业,刺激,遵从,创新可能意味着要冒险，挑战现有的规则和方案，这可能与遵从规则、维护现状的价值观产生冲突,社区正在计划开展一项鼓励创新创业的项目，目的是为了让社区成员有机会实现自己的创业梦想，同时推动社区的经济发展。然而，这个决策在社区中引起了分歧，一些人因为看中新事物带来的刺激和可能的收益而支持，而一些人则出于对现有秩序和稳定的担忧而反对。,Jack，Jack是一位富有冒险精神的年轻人，他有很强烈的创业意识和好奇心，总是渴望挑战自己，追求事物的新鲜感,支持开展这个项目，认为这是一个很好的机会去尝试新的事物，挑战自我，即使可能失败，但至少试过，才不会后悔。,Linda，Linda是一个十分恪守规则的女性，她重视社区的稳定和秩序，担心创新创业项目可能会导致社区内的动荡,反对开展这个项目，认为社区现有的生活方式和秩序不能因为一些不确定的因素而被打破，应该坚守现状，避免可能的风险。,邻居,3,81
公民/社区生活/邻里,社区鼓励创新创业,成就,安全,创新创业有一定的风险，可能会对社区的稳定和安全造成威胁，产生与追求安全的价值观的冲突,"社区里的一块闲置土地，社区决策团队想通过此土地鼓励创新和创业,计划在上面建一个创新园区，吸引年轻的创业者来此发展。这一决策带来了在社区内部产生了分歧，一部分人希望能够借此机会提升社区的活力和影响力，另一部分人担忧这样的举动会带来安全问题，例如可能带来的噪音污染、社区治安问题等。",乔治，一个在社区内有一定影响力的年轻人。他热衷于创新和创业，一直以来都在呼吁更多的年轻人参与到社区的建设中来,坚决支持建立创新园区的决策，认为这将是社区向前发展的重要步骤。还建议可以由社区出资，在园区设立创新基金，帮助有创业想法的人实现他们的梦想。相信这样的举措将会大大提升社区的影响力和认同感。,艾米，一个已经在社区生活了几十年的老人，她深爱着这个社区，对于社区的和谐稳定非常看重,担心建立创新园区会打破社区的平静，可能会带来噪音污染、环境污染，甚至可能影响社区的治安。所以反对建立创新园区的决策，认为社区应该保持目前的状态，保证居民的生活质量，同时，建议社区应该在现有的基础上，通过举办各类社区活动来提高社区的活力。,竞争对手,3,82
公民/社区生活/邻里,社区鼓励创新创业,成就,享乐主义,创新创业需要付出努力和时间，可能会牺牲一部分个人的快乐和感官满足，与追求快乐的价值观产生冲突,社区正在决策是否设立一个创新创业基地以吸引并且培养年轻的创业者。目标是为了提升社区的整体活力和竞争力，带动社区经济的发展。然而，这个决策带来了分歧，因为创业基地的设立需要大量的资金投入，并且可能会占用原有的社区休闲空间。,叫做杰克，他是一个对各种新鲜事物都充满热情的年轻人，具有敏锐的观察力和创新思维，总是寻求机会实现自己的价值。他对创业有着强烈的兴趣,非常支持社区设立创新创业基地，认为这将是实现自我价值的一个极好机会，也会带动社区的整体发展，提升社区的活力。,叫做艾米，她是一个乐观开朗的女性，喜欢享受生活，认为社区应该是一个让人放松和享受的地方。她对创业和竞争压力感到厌烦,反对设立创新创业基地，认为这将消耗社区的大量资金，可能会对社区的休闲设施产生影响，破坏社区的和谐氛围。,邻居,3,83
公民/社区生活/邻里,社区鼓励创新创业,刺激,权力,新的创新可能会威胁到已有的权力体系，可能会与追求社会地位和资源控制的价值观产生冲突,本社区居住了很多年轻人，其中含有很多具有创业激情与潜力的创业者。为了鼓励这些青年人创新创业，社区决定开辟一片区域建设创新创业园区，供他们免费入驻，提供一系列的支持政策以刺激社区经济发展。然而，这项决策同时也引起了社区中部分居民的反对，他们担心新的创业园区会带来噪音、污染等问题，打破社区的和谐安宁，并对原先社区中的权力结构产生影响。,Lisa。Lisa是一名即将毕业的大学生，满怀创业梦想，对社区提供的创新创业园区兴趣浓厚。她个性活泼，热爱接受新的挑战，具有很高的创新精神和实践动力,赞同并且热衷于社区的创新创业园区计划，认为这是一个激励青年人努力探索和实现创新创业的好机会，对于社区的经济活力和文化氛围都会有正面推动。,Mr.Johnson。Mr.Johnson是社区的老居民，他是社区的一名尊敬的绅士，对社区的发展有着很高的关注度及影响力。他认为社区的和谐与稳定非常重要，保持原有的生活方式和社区秩序对他来说十分重要,反对建设创新创业园区的计划，认为这样做可能会打破现有社区的稳定和秩序，对原有居民的生活产生不利影响，对社区原有的权力结构带来扰动。,邻居,3,84
公民/社区生活/邻里,居民投票决议,大同,权力,在进行居民投票决议时，一些居民可能倾向于支持那些更有利于所有人和环境福祉的决定（大同的价值观），而另一些居民可能更看重举措能否让他们自身获得更大的社会地位和资源控制（权力的价值观）,此次的居民投票决议是关于小区内将要建设的临时垃圾处理厂。利用空闲区域建设垃圾处理厂的目的是方便小区居民临时储存垃圾，并且可以分类处理，进一步方便垃圾收运，预期能实现对环境的保护和提高生活质量。然而，一些居民担忧垃圾处理厂可能会引发臭味，影响自身生活质量。而另一些居民则看中如果投资建设垃圾处理厂所带来的利益及社会地位。,贝拉，她是一名环保志愿者，一直致力于推广环保公益行动，注重环境保护和社区福利,支持建设临时垃圾处理厂，认为这能够鼓励居民进行垃圾分类，有效利用资源，有助于环境保护并提升社区生活品质。,罗杰，他是小区物业的管理者，他注重自身利益，追求社会地位和权力，期望通过此次建设垃圾处理厂来提升自己的社会地位和声望,支持建设临时垃圾处理厂，但更看中的是通过投资建设，从而获取经济利益和提升自己在社区的影响力，因此主张厂园的设计更注重成本控制而非环保方案。,邻居,2,85
公民/社区生活/邻里,居民投票决议,慈善,成就,在社区活动等决策中，一部分人可能更倾向于做出对熟人有利的决定，以维护和提高他们的福利（慈善的价值观）；而另一部分人可能寻求个人成功，期望通过实现社区项目等来展示他们的能力和成就（成就的价值观）,在小镇的社区生活中，计划建立一个新的公共游乐设施，一方面希望提升社区的娱乐活动，另一方面也希望通过这个项目来提高小镇的知名度。因此，社区决定进行一次居民投票来决断此事。小镇上的居民们对此有着不同的看法，分歧主要在于是否应该优先考虑社区的和谐与安宁，还是要追求个人的喜好和个人成就的满足。,罗伯特·马丁，他是这个小镇的老居民，始终热衷于社区服务，传承着老一辈人的传统和对社区的深厚感情。他和他的家人、朋友们在这个小镇中度过了一生，他们的幸福和福利是他最关心的事情,投票反对建立新的公共游乐设施，认为这可能会打破小镇的宁静，扰乱他和他熟悉的邻居们的生活。更愿意看到小镇上的人们和他们的家庭能够在一个和谐而安稳的环境中生活。,丽莎·詹姆斯，她是一个新搬到小镇上的年轻女性，充满活力，有着年轻人的抱负和对成功的渴望。她认为小镇有很大的发展潜力，希望能借用她的创新理念和努力工作，带给小镇和社区全新的变化,投票赞成建立新的公共游乐设施，认为这将是一个很好的机会来提高小镇的知名度，也是向社区展示个人的能力和成就的机会。,邻居,3,86
公民/社区生活/邻里,居民投票决议,传统,刺激,在邻里之间，有的人可能更看重维持传统，比如遵守社区的传统习俗和规则（传统的价值观）,这个社区已经存在了50多年，这次的居民投票决议主要关于是否在社区中心建造一个儿童游乐场。一方面，新的游乐场意味着更多的儿童和家庭可以找到娱乐的场所，增加社区的活力，但是另一方面，也会打破社区的安静和整洁，可能会引起噪音和垃圾问题，并改变社区的原有风貌。,Geoe，一位已经在社区居住了40多年的老人，习惯了社区的安静和整洁，喜欢按照过去的方式生活。他非常尊重社区的传统和风貌，并视之为他生活的一部分,反对建造新的儿童游乐场，认为这会打破社区的和谐和安静，破坏社区的传统风貌。,Lisa，一位年轻的母亲，刚搬进社区不久。她希望能有新鲜事物发生，她的孩子们也需要一个好玩和刺激的地方,支持建造新的儿童游乐场，认为这将使社区更有活力，并为孩子们提供一个互动和玩耍的空间。,邻居,3,87
公民/社区生活/邻里,居民投票决议,遵从,自我导向,一部分人可能更愿意遵守社区或社会的规定和期望（遵从的价值观），而另一部分人可能更看重个人的思想和行为的自主性，希望能更有选择和创新的空间（自我导向的价值观）,在罗斯顿社区，一项提议日益受到居民关注-是否应在社区公园里建立一个跨世代的游乐设施。这个设施的目标是提供一个共享空间，让不同年龄段的居民互动、交流。然而，这个提议引发了一些争议。一方面有人担心新设施可能打破社区的宁静，另一方面有人认为这是一次创新，可以提升社区的活力和凝聚力。,马修，是一名长期居住在罗斯顿社区的退休老人，过着平静而规律的生活。他尊重社区的历史和传统，认为社区应该保持其安静和和谐的环境,认为新的游乐设施可能会带来过多的噪音和人流，破坏社区的宁静。因此，选择投票反对建设新设施。,艾米丽，是一名新搬进罗斯顿社区的年轻母亲，她希望自己的孩子能在一个活泼的、具有强社区精神的环境里长大,认为新的游乐设施是一个创新的尝试，可以帮助不同年龄层的社区居民进行更多交流，提升社区的活力。因此，选择投票支持建设新设施。,邻居,3,88
公民/社区生活/邻里,居民投票决议,安全,享乐主义,一些居民可能更倾向于追求安全和和谐的生活环境，比如维护社区的稳定和秩序（安全的价值观）；而另一些人可能更追求个人的快乐和感官满足，希望社区能提供更多的休闲和娱乐设施（享乐主义的价值观）,社区居民将投票选择是否在社区公园内建设一个大型游乐设施。这个设施将包括各类滑梯、摩天轮和过山车等，是一个吸引孩子和年轻人的游乐中心。然而，这个建议的提出引起了社区内的不同意见，一部分居民担忧这个游乐设施可能会带来噪音、污染和安全问题，影响社区的和谐和稳定；另一部分居民则认为这个设施会增加社区的活力和乐趣，使得生活更加多彩。,马丁，是一位退休的医生，他一直住在这个社区，热爱宁静的生活并十分重视社区的安宁,投票反对建设游乐设施。认为这个设施可能会带来过度的噪音和可能的安全隐患，比如设施运营的安全问题，以及吸引大量外来人口可能对社区安全造成威胁。,丽莎，是一位有两个孩子的年轻妈妈，她希望社区可以提供更多孩子们的娱乐设施,投票支持建设游乐设施。相信这个设施可以为社区居民，尤其是孩子们，提供更多的乐趣和娱乐，使得生活更加丰富多彩。,邻居,3,89
公民/社区生活/邻里,社区宠物管理,大同,自我导向,在社区宠物管理中，公众可能期望管理者减少宠物对公共空间和环境（例如公园、道路等）的影响，以保护所有成员的共享资源，这体现了价值观"大同",社区在一次居民会议上提出了未来社区宠物管理的问题。最近有很多居民反映，有些人的宠物在公共空间内乱拉乱尿，甚至有的宠物因为没有及时被约束，出现了咬伤人的现象。社区在经过一轮讨论之后，决定由居民投票决定是否需要制定更严格的宠物管理规定，从而改善这个问题。然而在这个决策中，社区内部出现了分歧。,Diana，她是一名退休的老师，热爱动物，也对社区生活的质量有着极高的要求,认为社区应该制定严格的宠物管理规定，并且定期对宠物进行健康检查，避免疾病传播。认为虽然这样可能会给部分养宠物的居民带来不便，但是考虑到社区的干净整洁，以及所有居民的生活质量，这个决策是必要的。,John，他是一名自由职业者，有一只喜欢在户外活动的大型犬。他常常在社区的公共空间里和宠物一起玩耍,反对制定过严的宠物管理规定。认为每个人都有权利以自己的方式生活，社区应该尊重每个人养宠物的自由。提议社区应该设立专门的宠物活动区，让喜欢养宠物的居民有自己的空间，而不是限制他们的自由。,邻居,3,90
公民/社区生活/邻里,社区宠物管理,慈善,权力,社区可能会有一些愿意帮助流浪动物的善心人，他们的行为体现了"慈善"的价值观,由于社区内流浪猫狗日趋增多，产生了很多问题，如抓鸟、乱拉乱尿、咬伤居民等。因此，社区委员会决定对此事进行一次决策，目的是为了保障社区的环境和居民的生活质量。这个决策引发了社区居民之间的分歧，一部分人希望能为这些流浪动物提供帮助，另一部分人则主张通过强制手段来管理这些流浪动物。,玛丽，退休老师，性格善良且慈悲，经常用自己的养老金去买食物喂养社区的流浪动物,决定捐钱并发动社区的居民为流浪猫狗提供食物和临时的庇护所，同时寻求动物保护机构的帮助，为流浪动物提供医疗和安置。,约瑟夫，社区物业经理，是个有责任感和求成效的人，他希望社区的环境能做到最好，让社区的居民生活得更舒心,决定采取强制措施，联系专门的机构来捕捉这些流浪动物，并严禁居民喂养流浪动物，以保持社区的清洁和秩序。,玛丽是约瑟夫的母亲。,3,91
公民/社区生活/邻里,社区宠物管理,安全,刺激,社区中一部分居民可能会希望有严格的宠物管理规则，以防止宠物的行为影响他们的生活安全与舒适，这体现了对"安全"的价值观,在小区居民中，一些人养了宠物。然而，一些宠物行为不规矩，比如把家庭废弃物随意扔在小区内，宠物在小区内随地大小便，咬伤过从小区里经过的小孩。这些行为引起了一些居民的不满，他们认为小区需要建立严格的宠物管理制度，以确保他们的生活安全。然而，另一些居民则认为，严格的宠物管理制度将剥夺他们和宠物一起享受生活的乐趣，他们希望小区可以更加包容和自由。,张先生，一个已经退休的老人，生活认真严谨。张先生每天都会在小区里散步，但他有时会被一些无人看管的宠物吓到，因此他非常关心小区的安全问题，希望小区可以建立严格的宠物管理制度,希望小区能立即出台一套规范行为的宠物管理制度，对饲养宠物的居民需要承担更多责任。如果宠物在小区内随地大小便或者咬伤其他居民，饲养者应当承担相应的责任。,李小姐，一个年轻的宠物爱好者，她养了一只活泼的小狗，每天都会带着小狗在小区内玩耍。李小姐认为宠物给小区带来了欢乐，她希望小区可以有更多的活动为宠物提供娱乐环境,建议在小区内设立一个宠物游乐区，让宠物有足够的空间自由玩耍，并且在游乐区内设立废物处理设备，让饲养者有地方处理宠物的废物。认为这样可以解决部分居民对宠物管理的不满，同时也可以让爱好者和宠物共享快乐。,邻居,3,92
公民/社区生活/邻里,社区宠物管理,享乐主义,遵从,有些宠物主人可能主张宠物应该享受生活，不受过多的限制，这体现了“享乐主义”的价值观,新建社区内，一直有关于宠物管理的问题争议。一部分人希望可以自由地让他们的宠物在社区内活动，觉得这样可以使宠物更加快乐，但另一部分人则希望严格限制宠物活动的范围和时间，防止宠物对其他人造成困扰，维护社区的秩序和安宁。现在社区决定对此进行投票决策，决定是否制定严格的宠物管理规定。,Jack，是新建社区的一名居民，他饲养了一只活泼可爱的拉布拉多犬。他非常热爱宠物，认为宠物也应该享受生活的乐趣，宠物的自由不应该被限制,投票反对制定严格的宠物管理规定，认为这对于宠物来说是一种不必要的限制，会剥夺他们的快乐。,Linda，也是新建社区的一名居民，她并未饲养宠物。她是一个很重视规矩和秩序的人，认为宠物在社区内的活动应该受到限制，以免给其他人带来困扰,投票支持制定严格的宠物管理规定，认为这样可以维持社区的秩序，保障所有社区居民的利益。,邻居,3,93
公民/社区生活/邻里,公共建筑保护,大同,权力,在公共建筑保护的决策过程中，可能出现大同与权力的冲突,在一个历史悠久的小镇上，有一座历史悠久的公共建筑——图书馆，这座图书馆不仅仅是小镇居民获取知识的地方，更是小镇的历史和文化的象征。然而，随着时间的流逝，这座图书馆已经破旧不堪，处于倒塌的边缘。面对这座公共建筑的修缮问题，小镇的镇长和村委会主任产生了分歧。,李华，这个小镇的村委会主任，他在这个小镇上生活了一辈子，深爱着这个小镇和这座图书馆，他的价值观是大同。,认为这座图书馆是小镇的一部分，是小镇的历史和文化的象征，应该修缮并保护好这座图书馆，让小镇的历史和文化得以延续。,张明，这个小镇的镇长，他是从外地调任过来的，他觉得这个小镇应该有更大的发展，他的价值观是权力。,认为虽然这座图书馆有一定的历史和文化价值，但是这个小镇需要发展，需要有新的公共设施来替代这座破旧的图书馆，想利用这个地方来建设一座新的购物中心，以促进小镇的经济发展。,张明是李华的上级，他们在工作上有一定的接触，但是他们的价值观和对小镇未来的设想存在分歧。,3,94
公民/社区生活/邻里,公共建筑保护,成就,遵从,在公共建筑保护的决策过程中，可能出现成就与遵从的冲突,在一个历史悠久的小城里，市政府决定对中心区的一座百年老建筑进行修缮维护，需将该建筑关闭一段时间。这座建筑是城市的地标性建筑，不仅有历史价值，也寄托着市民们的情感。然而此次修缮决策引起了一些争议，有市民担忧修缮可能对建筑原貌产生改变，即使是为了保护，也会破坏其历史价值。,李明，作为市政府的一名工程师，他专业、认真、富有成就感。他职业生涯中的主要目标是通过自己的专业知识和技能，为城市的发展和提升做出贡献,认为对公共建筑进行修缮是必要的，这不仅可以确保建筑的安全，也可以使其历史价值得以更好的保存和传承。他认为，即使现阶段需要进行一些改变，但长远看来，这是为了更大的发展和成就。,陈华，他是一名在这个小城里生活了几十年的老居民，他敬仰历史、尊重传统，对这座百年老建筑有深厚的感情,希望尽可能保持这座建筑的原貌，认为遵循传统，尊重历史就是尊重这座城市的根和魂。反对进行大规模修缮，认为应该以最小的干预来维护和保护这座公共建筑。,邻居,3,95
公民/社区生活/邻里,公共建筑保护,安全,刺激,在公共建筑保护的决策过程中，可能出现安全与刺激的冲突,在一个历史悠久的小镇，一座历史悠久的公共图书馆由于年久失修，整体结构有些不稳定，需要进行整修。镇上的居民对此进行了热烈的讨论，主要分歧在于是否应该在保护原有历史风貌的前提下增加现代化元素。,马修，马修是个历史爱好者并且活跃于社区公共事务。他对小镇的历史有着深厚的感情，认为公共图书馆是小镇的重要历史遗迹，因此他十分看重图书馆的保护工作,主张在整修公共图书馆时，应该尽量保持其原有的历史风貌，避免添加过多现代化元素，尤其认为应该优先保证图书馆的稳固性和安全，以保护公共利益和社区居民的安全。,克里斯，克里斯是个喜欢冒险的建筑设计师，他深受现代设计元素的影响，认为设计应有趣味性和挑战性，不应该拘泥于传统,认为在保证建筑稳固的同时，公共图书馆的整修应该加入一些现代化元素，打造成一个融合历史和现代的新型公共空间，让图书馆成为小镇的新地标，也能吸引更多年轻人前来阅读和学习。,朋友,3,96
公民/社区生活/邻里,居民健康和营养教育,自我导向,遵从,在居民健康和营养教育决策中，有些居民可能希望自主选择自己的饮食和生活方式，这是自我导向的表现,在南城社区，由于居民普遍存在饮食不规律、营养摄入不均衡的问题，社区决定推出一项名为"健康全民"的营养教育活动。活动中将会对居民进行健康饮食的教育，推荐一些方便快捷的营养膳食，并希望居民能够按照这些推荐的膳食进行食物的选择和摄入。然而，有一部分居民对此产生了质疑和反对，他们认为应该自我决定吃什么、如何吃，而不是被社区所"规定"。,名叫杰克的居民，他是一个追求自由的人，喜欢尝试新的事物，对各种美食情有独钟，不愿受到任何限制,认为自己有权利选择自己喜欢的食物和饮食方式，决定不按照社区推荐的健康膳食进行。,名叫苏珊的居民，她是南城社区的一名志愿者，尊重社区的决策，认同社区为了大多数居民的健康福利而做出的营养膳食推荐,认为社区的决策是为了大家的健康，决定遵从社区的推荐，按照推荐的健康膳食进行食物的选择和摄入。,邻居,1,97
公民/社区生活/邻里,居民健康和营养教育,享乐主义,安全,"在该场景下，享乐主义可能表现为居民追求高热量、高脂肪食物的消费，这可能给他们带来短期内的快乐和满足感;然而,为了长期的健康和安全，可能需要限制这类食物的摄入",在一个小社区中，居民营养健康水平较低，多数人喜欢食用高油脂、高热量的食物，社区决定开展健康营养教育活动，希望改善居民饮食习惯，提升整体健康水平。然而，在活动形式和内容的设定上，出现了不同的意见。,Jack，一个热爱生活、个性随和的食品店老板,认为健康营养教育应该以轻松愉快的方式进行，例如举办烹饪比赛，让居民在享受美食的同时，了解健康营养知识。在快乐中学习才能让人更加乐意参与，欣赏美食也是人生的一种乐趣。,Linda，该社区的公共卫生主管，非常重视居民健康，经常组织健康知识讲座,强调教育活动的重要性和严肃性，主张应该邀请专业的营养师来做详细的健康营养讲解，并制定严格的饮食指南以供居民参考和遵守。认为人的健康是最重要的，我们必须做一些实际的决策，以保护和提升社区居民的健康水平。,邻居,3,98
公民/社区生活/邻里,居民健康和营养教育,慈善,权力,为了居民的健康，可能需要一些富人或企业家放弃控制力，资助健康项目或提高食品质量，这是慈善的体现,在一个名为“健康之城”的小城，随着生活节奏加快和饮食结构的变化，居民们的健康问题日益突出。为了改善这一现状，小城的领导提出要让全城的居民开始健康饮食和定期健身，目的是改善整个城市的健康水平。然而，如何实施这个计划，却因为不同的价值观导致意见不一，尤其是在是否引入大型快餐企业和应该以何种方式教育和鼓励居民养成健康生活方式等问题上产生了分歧。,艾米丽亚，一位善良且关心社区的公共卫生医生,认为保障居民的健康是最重要的事情，提议设立免费的健康营养讲座，邀请专家为居民讲解健康饮食和生活方式。同时，反对引入大型快餐企业，认为这对居民的健康饮食习惯构成威胁。,麦克，一位拥有众多餐厅和快餐连锁店的富商,认为引入大型的快餐企业可以带动小城的经济，创造更多的就业机会。同时提议，可以在自己的餐厅和快餐连锁店中推广健康饮食，让更多的人知道健康饮食的重要性。,朋友,3,99
公民/社区生活/邻里,社区志愿者服务,传统,自我导向,在社区服务中，志愿者可能会面临是否遵循传统的方式去做事，或者按照自己的想法去创新和探索的冲突,社区小区内有一块空地，社区志愿者团队得到了一笔资金，可以用来利用这块土地为社区服务。决策的目的是如何有效利用这笔资金和土地，但团队内部对此产生了分歧，一部分人希望让土地延续其传统功能，将其整理成公园，另一部分人提议将空地改造为社区图书馆，以满足居民的学习和阅读需求。,老李，是一个慈祥的老年人，是社区志愿者团队的负责人，他在社区生活了很多年，见证了社区的发展和变迁,建议将这笔资金用来整理空地，创建一个公园，让民众有一个休闲娱乐的地方。认为公园是社区的传统元素，每个社区都应该有公园，这样可以延续社区的历史和文化。,小张，是一个热衷于创新的青年人，他也是社区志愿者团队的一员，他希望社区能适应这个快速变化的时代,建议将空地改造为一个社区图书馆，为社区居民提供一个学习和阅读的空间，丰富他们的精神生活。认为这是一种创新的方式，能使社区更具活力和时代感。,师生,3,100
公民/社区生活/邻里,社区志愿者服务,遵从,刺激,在志愿者服务中，可能会有冲动去尝试新的、刺激的事物，但这可能与社区或他人的期望产生冲突，这时遵从和刺激就会产生冲突,小区居民会提出了一个新的方案——组织在自行车道上的一场滑板比赛以激发社区内青少年的活力和动力。这项决策的目的在于让小区更加活跃，但也引发了安全和小区规则遵循等方面的矛盾和分歧。,玛丽，她是一位在社区里深受尊重的退休教师。她一直是社区活动的积极参与者，深受邻居们的爱戴。她非常尊重和遵从社区的规则和传统,认为虽然滑板比赛看起来很有趣，但可能会引发安全问题，并可能违反小区的规则。因此，建议对这项活动施加严格的安全监管，并遵守社区的所有规定。,汤姆，他是一位年轻热血的青少年，非常喜欢冒险和尝试新鲜事物。他是社区青少年滑板俱乐部的成员，非常热衷于这次的滑板比赛,坚信滑板比赛能为小区带来更多的活力，激发青少年们的创新精神。提议设立必要的安全设施，让比赛在遵循规则的同时，也能保证其新鲜和刺激。,邻居,2,101
公民/社区生活/邻里,都市农业推广,大同,权力,在都市农业推广的决策中，如果选择以大企业的形式来进行农业推广，可能导致少数人（企业主）掌握了决策权和资源分配权，这可能与大同的价值观——为了所有人类和自然的福祉，实现公正公平——产生冲突,都市农业推广的决策，随着城市化的发展，能否在城市中推广都市农业，让城市居民有机会参与到农业生产当中，成为了一个具有争议的问题。决策的目的在于希望解决城市食品供应问题，同时改善城市居民的生活质量。但决策带来的分歧在于如何进行都市农业的推广，是以大企业的形式还是以社区共享农园的形式进行。,张强，是一位非政府组织的志愿者，一直在推动环保和社区发展项目。他注重社区的公平性和包容性，坚信在都市农业推广的过程中，应该让每一位城市居民都有参与的机会,建议以社区共享农园的形式进行都市农业推广，这样每个居民都有机会参与到农业生产中，不仅能解决食品供应问题，还能增强社区的凝聚力。,李华，是一家大型农业公司的CEO，他一直致力于公司业务的拓展和利润的增长。他认为都市农业推广是一个很好的商业机会,认为应该以大企业的形式进行都市农业推广，通过专业的团队和设备来提高农业生产的效率和质量，这不仅可以满足城市的食品供应，还能给公司带来利润。,朋友,3,102
公民/社区生活/邻里,都市农业推广,慈善,成就,在都市农业推广的过程中，如果单纯以个人成就为导向，过度追求社会地位和表现，可能忽略和挤压到关心维护邻里福利、友好互助的价值观,都市农业推广计划正处在筹划阶段，这个计划的目的是在城市中推广农业种植，创建绿色生活环境，同时也可以为城市住户提供新鲜的农产品来源。这个决策带来的分歧在于如何平衡社区福利和个人成就。,李先生，他是社区居委会的主任，一直致力于社区福利的提升和环境的改善，他推崇的价值观是慈善。,认为都市农业推广计划应该以社区福利为首要，建议在社区空地上种植篮球场大小的社区菜园，每个家庭都可以参与种植，这样既可以提升社区环境，又可以增强邻里关系。,张女士，她是城市规划局的员工，专业的城市规划技能使她在这个领域内有着很高的声望，追求个人成就是她的价值观。,主张都市农业推广计划应该由专业的农业公司来操作，这样可以保证农业种植的效率和质量，同时也可以为自己赢得声望和认可，计划先在一块空地上建立一个示范农场，吸引更多的投资和关注。,李先生和张女士都是都市农业推广计划的关键角色，他们的决策和行动会直接影响到这个计划的实施和效果。,2,103
